x,y,landsat71_2
-23864.565225358834,-354035.872415971,61.87
-23264.565225358834,-354035.872415971,61.2125
-22664.565225358834,-354035.872415971,62.775
-22064.565225358834,-354035.872415971,65.1025
-21464.565225358834,-354035.872415971,67.2825
-20864.565225358834,-354035.872415971,65.1575
-20264.565225358834,-354035.872415971,64.205
-19664.565225358834,-354035.872415971,64.2575
-19064.565225358834,-354035.872415971,63.3325
-18464.565225358834,-354035.872415971,61.7975
-17864.565225358834,-354035.872415971,60.3375
-17264.565225358834,-354035.872415971,62.895
-16664.565225358834,-354035.872415971,60.715
-16064.565225358834,-354035.872415971,61.3325
-15464.565225358834,-354035.872415971,62.1475
-14864.565225358834,-354035.872415971,64.1575
-14264.565225358834,-354035.872415971,62.39
-13664.565225358834,-354035.872415971,64.515
-13064.565225358834,-354035.872415971,66.715
-12464.565225358834,-354035.872415971,58.5425
-11864.565225358834,-354035.872415971,58.425
-11264.565225358834,-354035.872415971,53.975
-10664.565225358834,-354035.872415971,59.805
-10064.565225358834,-354035.872415971,52.31
-9464.565225358834,-354035.872415971,52.5025
-8864.565225358834,-354035.872415971,50.4175
-8264.565225358834,-354035.872415971,53.085
-7664.565225358834,-354035.872415971,55.12
-7064.565225358834,-354035.872415971,54.8475
-6464.565225358834,-354035.872415971,55.33
-5864.565225358834,-354035.872415971,51.82
-5264.565225358834,-354035.872415971,52.9
-4664.565225358834,-354035.872415971,51.0025
-4064.565225358834,-354035.872415971,53.12
-3464.565225358834,-354035.872415971,58.395
-2864.565225358834,-354035.872415971,53.8675
-2264.565225358834,-354035.872415971,57.775
-1664.5652253588341,-354035.872415971,55.81
-1064.5652253588341,-354035.872415971,62.085
-464.56522535883414,-354035.872415971,72.6225
135.43477464116586,-354035.872415971,61.7625
735.4347746411659,-354035.872415971,70.185
1335.4347746411659,-354035.872415971,69.13
1935.4347746411659,-354035.872415971,66.5725
2535.434774641166,-354035.872415971,68.485
